delivery_id,supplier_id,product_id,qty_ordered,qty_delivered,delivery_date,delay_days
D3813,SUP152,P749,412,360,2024-12-02,4
D3814,SUP69,P628,407,70,2024-05-12,7
D3815,SUP441,P221,158,26,2024-11-29,4
D3816,SUP35,P304,244,216,2024-08-15,2
D3817,SUP173,P917,348,128,2024-11-11,6
D3818,SUP453,P828,51,72,2024-10-29,-1
D3819,SUP141,P655,483,149,2024-08-25,2
D3820,SUP160,P519,58,149,2024-12-13,5
D3821,SUP183,P239,238,436,2024-03-16,5
D3822,SUP362,P874,280,123,2024-12-18,7
D3823,SUP27,P476,97,449,2024-02-09,6
D3824,SUP88,P701,261,197,2024-10-06,-1
D3825,SUP3,P521,63,368,2024-01-18,9
D3826,SUP129,P693,424,348,2024-05-01,9
D3827,SUP319,P862,135,448,2024-03-15,9
D3828,SUP380,P243,332,310,2024-08-25,9
D3829,SUP93,P249,256,208,2024-08-04,5
D3830,SUP173,P736,331,110,2024-08-30,3
D3831,SUP86,P620,320,223,2024-09-09,0
D3832,SUP197,P717,400,299,2024-12-04,4
D3833,SUP43,P174,444,36,2024-09-19,-1
D3834,SUP469,P737,447,293,2024-09-27,-1
D3835,SUP123,P962,309,451,2024-04-21,7
D3836,SUP12,P84,276,4,2024-11-30,-1
D3837,SUP476,P109,492,241,2024-07-12,0
D3838,SUP203,P918,401,278,2024-12-26,4
D3839,SUP143,P803,341,187,2024-06-12,-1
D3840,SUP125,P90,355,297,2024-02-28,3
D3841,SUP294,P131,81,208,2024-03-11,8
D3842,SUP318,P425,172,97,2024-10-11,5
D3843,SUP291,P819,383,151,2024-01-21,9
D3844,SUP240,P21,147,425,2024-01-12,5
D3845,SUP109,P541,293,241,2024-01-08,1
D3846,SUP272,P755,492,240,2024-03-25,2
D3847,SUP485,P257,342,303,2024-01-24,-1
D3848,SUP192,P149,482,481,2024-09-14,8
D3849,SUP143,P111,328,121,2024-01-13,-2
D3850,SUP224,P837,469,482,2024-03-29,2
D3851,SUP64,P747,391,261,2024-01-07,7
D3852,SUP442,P579,483,229,2024-08-26,6
D3853,SUP251,P313,293,194,2024-10-22,1
D3854,SUP80,P602,423,237,2024-02-28,9
D3855,SUP353,P172,157,271,2024-12-21,8
D3856,SUP168,P668,50,412,2024-01-17,8
D3857,SUP313,P356,303,201,2024-05-20,9
D3858,SUP404,P483,176,57,2024-01-09,-2
D3859,SUP165,P429,277,476,2024-06-18,-2
D3860,SUP231,P981,355,222,2024-01-21,7
D3861,SUP381,P62,319,386,2024-11-29,9
D3862,SUP32,P407,107,358,2024-06-03,1
D3863,SUP74,P898,258,109,2024-02-24,8
D3864,SUP400,P815,302,21,2024-02-04,-1
D3865,SUP389,P69,303,494,2024-08-06,1
D3866,SUP384,P323,192,320,2024-03-29,0
D3867,SUP276,P265,364,158,2024-09-24,8
D3868,SUP56,P56,140,260,2024-07-18,0
D3869,SUP91,P553,305,474,2024-05-12,0
D3870,SUP299,P342,170,374,2024-08-17,-2
D3871,SUP383,P20,288,293,2024-10-28,4
D3872,SUP444,P60,258,403,2024-06-22,2
D3873,SUP50,P553,179,448,2024-06-21,4
D3874,SUP59,P804,138,490,2024-02-08,0
D3875,SUP84,P324,377,342,2024-12-10,6
D3876,SUP397,P930,496,380,2024-09-30,-2
D3877,SUP403,P864,315,63,2024-07-05,2
D3878,SUP108,P719,205,451,2024-03-27,6
D3879,SUP498,P143,171,285,2024-06-06,-1
D3880,SUP463,P960,235,195,2024-09-09,6
D3881,SUP294,P465,469,372,2024-11-16,7
D3882,SUP155,P298,419,390,2024-12-26,4
D3883,SUP362,P926,468,444,2024-06-17,4
D3884,SUP465,P100,299,347,2024-07-31,1
D3885,SUP458,P13,129,488,2024-11-06,9
D3886,SUP292,P582,258,179,2024-02-14,0
D3887,SUP104,P799,163,124,2024-12-05,3
D3888,SUP389,P916,101,158,2024-11-18,-2
D3889,SUP51,P400,114,272,2024-01-17,0
D3890,SUP370,P276,135,205,2024-03-31,6
D3891,SUP432,P834,245,274,2024-12-03,1
D3892,SUP27,P656,237,390,2024-07-20,8
D3893,SUP59,P803,76,121,2024-10-02,2
D3894,SUP310,P190,151,366,2024-05-30,8
D3895,SUP412,P467,198,22,2024-07-10,3
D3896,SUP452,P253,124,65,2024-04-12,5
D3897,SUP327,P167,80,122,2024-08-16,0
D3898,SUP264,P740,392,309,2024-02-29,6
D3899,SUP15,P224,93,250,2024-01-07,5
D3900,SUP489,P431,408,75,2024-05-11,6
D3901,SUP285,P611,73,495,2024-06-04,2
D3902,SUP231,P757,316,42,2024-01-19,4
D3903,SUP201,P772,86,394,2024-05-13,8
D3904,SUP404,P801,445,284,2024-01-26,3
D3905,SUP193,P710,239,418,2024-10-22,-1
D3906,SUP7,P885,102,316,2024-04-02,8
D3907,SUP162,P376,59,155,2024-08-28,0
D3908,SUP495,P928,487,441,2024-05-28,9
D3909,SUP266,P707,149,223,2024-01-05,3
D3910,SUP379,P52,463,134,2024-11-13,5
D3911,SUP105,P789,192,126,2024-04-25,0
D3912,SUP304,P872,120,272,2024-06-16,9
D3913,SUP70,P794,81,321,2024-09-19,-2
D3914,SUP409,P559,89,149,2024-06-03,7
D3915,SUP204,P391,416,155,2024-04-27,3
D3916,SUP360,P871,183,312,2024-06-07,8
D3917,SUP297,P928,349,1,2024-12-19,6
D3918,SUP359,P101,143,91,2024-07-08,8
D3919,SUP78,P891,285,211,2024-01-26,0
D3920,SUP395,P847,239,188,2024-01-31,6
D3921,SUP268,P260,147,458,2024-01-12,0
D3922,SUP211,P721,225,172,2024-09-10,-1
D3923,SUP170,P166,375,20,2024-11-09,0
D3924,SUP220,P761,76,209,2024-02-28,1
D3925,SUP53,P338,173,183,2024-08-05,3
D3926,SUP211,P721,355,443,2024-02-06,6
D3927,SUP413,P362,474,350,2024-09-18,9
D3928,SUP45,P885,475,194,2024-01-24,-1
D3929,SUP99,P884,117,163,2024-02-16,8
D3930,SUP23,P142,192,424,2024-05-01,6
D3931,SUP444,P52,257,489,2024-02-05,6
D3932,SUP80,P769,256,244,2024-03-23,9
D3933,SUP229,P417,134,18,2024-11-07,7
D3934,SUP60,P657,486,47,2024-12-03,5
D3935,SUP21,P672,136,134,2024-08-17,9
D3936,SUP59,P296,74,93,2024-03-20,3
D3937,SUP168,P369,493,458,2024-01-17,2
D3938,SUP257,P682,58,394,2024-01-11,-1
D3939,SUP366,P159,359,208,2024-09-16,8
D3940,SUP244,P614,81,444,2024-03-20,2
D3941,SUP229,P807,165,95,2024-03-14,9
D3942,SUP409,P411,112,370,2024-08-05,9
D3943,SUP16,P181,414,259,2024-04-18,4
D3944,SUP289,P816,374,183,2024-06-15,-1
D3945,SUP473,P889,470,389,2024-11-18,-1
D3946,SUP22,P337,398,189,2024-12-05,3
D3947,SUP323,P478,326,114,2024-03-21,3
D3948,SUP195,P743,113,157,2024-04-19,9
D3949,SUP459,P646,306,442,2024-01-28,-2
D3950,SUP43,P441,248,298,2024-02-05,0
D3951,SUP436,P715,119,104,2024-12-18,-1
D3952,SUP63,P902,388,188,2024-02-19,3
D3953,SUP389,P222,301,251,2024-12-06,-2
D3954,SUP364,P82,345,237,2024-08-09,1
D3955,SUP25,P809,63,311,2024-11-28,1
D3956,SUP294,P388,55,57,2024-05-07,-2
D3957,SUP181,P480,236,442,2024-05-07,5
D3958,SUP144,P521,58,460,2024-06-26,9
D3959,SUP224,P67,296,448,2024-05-30,8
D3960,SUP93,P539,249,443,2024-06-29,4
D3961,SUP70,P323,154,308,2024-07-29,6
D3962,SUP470,P46,249,10,2024-05-17,8
D3963,SUP457,P475,413,79,2024-09-28,7
D3964,SUP394,P693,495,108,2024-07-23,0
D3965,SUP439,P184,339,48,2024-01-22,4
D3966,SUP398,P185,162,41,2024-11-17,1
D3967,SUP495,P996,442,216,2024-03-30,0
D3968,SUP359,P461,327,109,2024-09-17,8
D3969,SUP340,P894,176,317,2024-08-09,9
D3970,SUP325,P624,126,193,2024-03-26,0
D3971,SUP327,P648,475,90,2024-12-14,1
D3972,SUP360,P14,249,239,2024-09-16,-1
D3973,SUP310,P986,276,19,2024-10-09,4
D3974,SUP312,P357,398,221,2024-11-06,-2
D3975,SUP462,P313,303,272,2024-12-14,3
D3976,SUP313,P541,251,371,2024-04-06,3
D3977,SUP143,P899,463,472,2024-09-19,0
D3978,SUP465,P472,172,171,2024-07-07,-1
D3979,SUP382,P911,334,271,2024-03-08,6
D3980,SUP212,P357,343,57,2024-01-26,8
D3981,SUP16,P142,54,382,2024-02-28,-1
D3982,SUP233,P872,312,404,2024-03-17,8
D3983,SUP149,P479,444,308,2024-07-21,-2
D3984,SUP331,P779,261,81,2024-10-21,0
D3985,SUP68,P381,76,137,2024-02-03,1
D3986,SUP153,P282,112,122,2024-01-25,4
D3987,SUP322,P193,128,493,2024-05-02,7
D3988,SUP322,P281,398,261,2024-03-25,8
D3989,SUP219,P62,317,16,2024-07-12,1
D3990,SUP95,P661,492,267,2024-08-04,4
D3991,SUP303,P307,363,297,2024-12-17,6
D3992,SUP200,P98,343,59,2024-12-18,6
D3993,SUP112,P579,338,416,2024-05-24,9
D3994,SUP328,P369,468,291,2024-12-01,6
D3995,SUP133,P438,232,477,2024-10-20,1
D3996,SUP406,P263,304,22,2024-12-07,3
D3997,SUP363,P523,108,244,2024-10-23,-2
D3998,SUP197,P479,426,2,2024-09-14,2
D3999,SUP424,P858,93,120,2024-01-19,0
D4000,SUP48,P791,353,456,2024-05-23,3
D4001,SUP454,P976,402,66,2024-02-03,3
D4002,SUP166,P242,448,317,2024-08-08,3
D4003,SUP327,P467,277,173,2024-07-18,6
D4004,SUP274,P148,414,264,2024-09-23,3
D4005,SUP25,P954,232,82,2024-07-20,9
D4006,SUP67,P119,400,21,2024-11-19,-2
D4007,SUP89,P330,285,77,2024-08-13,3
D4008,SUP405,P812,91,433,2024-06-25,-1
D4009,SUP95,P120,458,350,2024-05-09,9
D4010,SUP366,P185,425,111,2024-08-12,2
D4011,SUP305,P622,307,383,2024-06-30,0
D4012,SUP426,P534,131,225,2024-05-27,8
D4013,SUP80,P983,90,53,2024-03-17,7
D4014,SUP308,P776,477,52,2024-05-25,-1
D4015,SUP320,P103,355,244,2024-09-26,9
D4016,SUP342,P13,139,214,2024-11-19,-1
D4017,SUP115,P333,376,288,2024-05-06,9
D4018,SUP125,P903,93,245,2024-03-30,3
D4019,SUP221,P285,139,168,2024-03-16,-2
D4020,SUP204,P941,236,347,2024-07-07,8
D4021,SUP118,P777,106,276,2024-06-14,2
D4022,SUP430,P858,89,25,2024-11-09,1
D4023,SUP43,P134,109,265,2024-05-13,7
D4024,SUP319,P545,192,319,2024-08-17,-2
D4025,SUP385,P285,380,22,2024-09-05,7
D4026,SUP154,P851,143,66,2024-08-23,6
D4027,SUP202,P800,109,265,2024-11-23,7
D4028,SUP281,P917,166,364,2024-06-20,1
D4029,SUP89,P697,115,231,2024-04-04,-1
D4030,SUP107,P273,167,122,2024-08-11,8
D4031,SUP132,P610,472,0,2024-09-16,4
D4032,SUP338,P467,267,27,2024-01-28,8
D4033,SUP60,P829,96,460,2024-05-14,-2
D4034,SUP299,P843,446,249,2024-05-16,8
D4035,SUP72,P60,145,294,2024-11-04,-1
D4036,SUP263,P676,414,238,2024-08-12,0
D4037,SUP401,P374,152,373,2024-01-19,1
D4038,SUP390,P663,326,106,2024-05-23,-1
D4039,SUP426,P767,319,77,2024-05-10,4
D4040,SUP428,P343,128,185,2024-09-18,5
D4041,SUP149,P354,298,37,2024-04-11,8
D4042,SUP2,P995,199,320,2024-11-05,3
D4043,SUP397,P401,411,1,2024-04-07,-2
D4044,SUP32,P269,377,325,2024-10-08,2
D4045,SUP205,P736,123,145,2024-02-03,2
D4046,SUP29,P849,449,307,2024-09-21,2
D4047,SUP133,P262,143,309,2024-07-01,9
D4048,SUP118,P756,306,401,2024-11-11,5
D4049,SUP346,P191,467,405,2024-10-21,8
D4050,SUP486,P683,439,174,2024-01-06,2
D4051,SUP352,P426,466,331,2024-10-05,1
D4052,SUP112,P496,443,74,2024-02-26,5
D4053,SUP466,P683,140,456,2024-04-18,1
D4054,SUP17,P996,174,381,2024-05-16,3
D4055,SUP468,P665,228,110,2024-09-05,1
D4056,SUP399,P824,458,373,2024-09-22,9
D4057,SUP444,P947,247,155,2024-11-21,-2
D4058,SUP207,P67,259,41,2024-09-26,1
D4059,SUP239,P568,169,294,2024-09-29,4
D4060,SUP452,P623,348,146,2024-05-03,-2
D4061,SUP201,P703,219,275,2024-04-20,7
D4062,SUP428,P15,52,67,2024-11-29,7
D4063,SUP494,P447,258,410,2024-01-24,5
D4064,SUP289,P302,160,320,2024-01-13,-2
D4065,SUP379,P765,241,90,2024-02-28,-1
D4066,SUP266,P530,91,45,2024-09-11,9
D4067,SUP175,P522,487,232,2024-07-11,4
D4068,SUP363,P645,192,191,2024-02-07,1
D4069,SUP129,P422,65,254,2024-12-18,0
D4070,SUP40,P469,485,191,2024-05-24,2
D4071,SUP373,P172,151,184,2024-05-21,2
D4072,SUP73,P129,368,374,2024-05-23,0
D4073,SUP22,P565,93,305,2024-03-11,-2
D4074,SUP26,P812,153,91,2024-03-16,1
D4075,SUP291,P793,479,98,2024-01-23,8
D4076,SUP33,P555,453,486,2024-04-21,3
D4077,SUP10,P157,364,256,2024-08-22,1
D4078,SUP189,P426,167,494,2024-09-06,-2
D4079,SUP422,P994,371,258,2024-01-30,-1
D4080,SUP123,P623,52,3,2024-01-22,5
D4081,SUP403,P443,291,154,2024-01-01,2
D4082,SUP196,P595,207,36,2024-05-03,9
D4083,SUP339,P182,477,22,2024-04-13,0
D4084,SUP135,P51,366,154,2024-02-09,-1
D4085,SUP140,P684,389,344,2024-09-13,3
D4086,SUP91,P310,253,337,2024-04-09,9
D4087,SUP416,P951,446,485,2024-04-11,3
D4088,SUP283,P787,244,1,2024-12-30,1
D4089,SUP441,P484,204,265,2024-10-21,1
D4090,SUP85,P256,67,427,2024-10-26,7
D4091,SUP310,P765,415,97,2024-06-25,1
D4092,SUP453,P512,354,345,2024-11-12,0
D4093,SUP339,P189,467,26,2024-04-21,8
D4094,SUP115,P524,485,479,2024-11-26,-2
D4095,SUP500,P800,380,292,2024-06-30,6
D4096,SUP373,P726,133,458,2024-12-31,6
D4097,SUP7,P641,120,432,2024-08-11,4
D4098,SUP334,P257,479,284,2024-01-19,0
D4099,SUP201,P741,129,204,2024-10-03,-1
D4100,SUP37,P280,104,135,2024-03-15,1
D4101,SUP306,P845,77,380,2024-01-19,8
D4102,SUP381,P753,85,343,2024-06-04,6
D4103,SUP393,P305,218,315,2024-12-11,6
D4104,SUP389,P604,496,127,2024-10-01,4
D4105,SUP54,P481,184,348,2024-05-22,1
D4106,SUP48,P602,483,448,2024-09-17,6
D4107,SUP265,P273,112,332,2024-01-12,3
D4108,SUP180,P281,366,181,2024-01-23,-1
D4109,SUP235,P63,83,24,2024-09-07,2
D4110,SUP30,P928,296,228,2024-10-31,8
D4111,SUP334,P2,494,134,2024-12-02,1
D4112,SUP188,P502,336,277,2024-01-11,-1
D4113,SUP259,P363,432,352,2024-04-04,-1
D4114,SUP180,P798,448,366,2024-10-23,3
D4115,SUP152,P114,333,14,2024-02-27,3
D4116,SUP156,P206,221,386,2024-04-21,6
D4117,SUP167,P589,192,182,2024-04-05,8
D4118,SUP183,P165,258,124,2024-09-22,6
D4119,SUP331,P757,73,135,2024-04-11,7
D4120,SUP209,P75,382,254,2024-06-27,3
D4121,SUP82,P571,91,230,2024-02-14,-2
D4122,SUP499,P685,496,303,2024-03-10,0
D4123,SUP209,P432,198,448,2024-08-14,-1
D4124,SUP153,P73,202,459,2024-09-30,4
D4125,SUP361,P228,324,94,2024-08-12,-2
D4126,SUP270,P22,161,91,2024-02-10,1
D4127,SUP469,P836,308,338,2024-07-23,-2
D4128,SUP267,P991,479,337,2024-04-12,9
D4129,SUP175,P171,457,179,2024-07-15,0
D4130,SUP283,P230,70,460,2024-06-29,1
D4131,SUP4,P755,306,482,2024-02-15,3
D4132,SUP435,P372,170,373,2024-11-19,8
D4133,SUP105,P489,227,293,2024-02-16,-2
D4134,SUP290,P705,464,405,2024-09-03,-2
D4135,SUP424,P183,56,440,2024-10-11,9
D4136,SUP71,P659,209,126,2024-10-06,3
D4137,SUP274,P576,92,232,2024-04-15,6
D4138,SUP19,P9,297,104,2024-03-25,3
D4139,SUP466,P204,149,12,2024-02-27,-1
D4140,SUP143,P935,244,163,2024-08-20,-1
D4141,SUP75,P683,237,309,2024-10-09,-1
D4142,SUP140,P162,242,104,2024-10-30,2
D4143,SUP291,P459,61,430,2024-08-16,-2
D4144,SUP36,P741,315,302,2024-10-23,2
D4145,SUP245,P319,424,325,2024-11-25,5
D4146,SUP242,P944,330,327,2024-06-19,6
D4147,SUP396,P687,396,87,2024-07-19,4
D4148,SUP144,P913,110,356,2024-02-18,8
D4149,SUP220,P209,375,207,2024-06-25,-1
D4150,SUP172,P375,389,210,2024-10-30,9
D4151,SUP231,P720,98,293,2024-03-11,2
D4152,SUP300,P556,199,116,2024-06-03,1
D4153,SUP420,P919,331,365,2024-09-11,8
D4154,SUP443,P875,81,175,2024-06-26,0
D4155,SUP414,P808,392,194,2024-08-01,4
D4156,SUP16,P360,114,277,2024-04-30,-1
D4157,SUP336,P524,277,483,2024-12-04,1
D4158,SUP113,P215,454,405,2024-04-03,8
D4159,SUP84,P307,383,445,2024-12-07,5
D4160,SUP9,P723,196,86,2024-05-30,-1
D4161,SUP125,P818,458,0,2024-07-22,2
D4162,SUP46,P480,442,213,2024-03-06,3
D4163,SUP389,P705,346,190,2024-10-11,4
D4164,SUP223,P591,78,463,2024-08-08,5
D4165,SUP274,P432,352,119,2024-09-26,9
D4166,SUP428,P536,499,297,2024-11-24,-1
D4167,SUP214,P701,160,109,2024-04-18,4
D4168,SUP295,P54,164,194,2024-08-21,7
D4169,SUP322,P53,272,129,2024-12-11,7
D4170,SUP122,P305,427,188,2024-10-11,6
D4171,SUP498,P124,208,358,2024-05-12,8
D4172,SUP442,P885,63,383,2024-08-01,5
D4173,SUP323,P858,200,60,2024-07-05,-1
D4174,SUP431,P168,272,137,2024-12-14,6
D4175,SUP348,P895,343,35,2024-03-17,4
D4176,SUP331,P920,257,358,2024-05-25,6
D4177,SUP74,P970,185,56,2024-03-11,3
D4178,SUP84,P966,434,487,2024-07-07,5
D4179,SUP95,P450,237,271,2024-12-30,0
D4180,SUP437,P893,177,140,2024-10-30,4
D4181,SUP51,P34,217,161,2024-12-06,2
D4182,SUP429,P914,63,233,2024-08-07,8
D4183,SUP432,P344,269,277,2024-10-26,2
D4184,SUP244,P460,242,402,2024-09-01,4
D4185,SUP119,P664,461,401,2024-05-10,-2
D4186,SUP406,P72,126,47,2024-04-27,-1
D4187,SUP82,P129,121,137,2024-06-04,7
D4188,SUP12,P685,299,466,2024-10-27,8
D4189,SUP207,P921,488,26,2024-12-07,7
D4190,SUP439,P10,228,492,2024-04-16,2
D4191,SUP354,P100,184,397,2024-05-20,3
D4192,SUP45,P297,180,139,2024-10-23,9
D4193,SUP92,P519,140,236,2024-09-07,3
D4194,SUP447,P819,324,459,2024-08-24,3
D4195,SUP192,P605,415,85,2024-12-22,9
D4196,SUP172,P794,326,392,2024-05-12,4
D4197,SUP271,P490,291,162,2024-08-15,-1
D4198,SUP380,P739,349,492,2024-08-19,8
D4199,SUP227,P160,241,269,2024-01-08,6
D4200,SUP401,P690,114,242,2024-10-26,9
D4201,SUP486,P119,399,279,2024-12-26,0
D4202,SUP75,P808,453,194,2024-12-02,6
D4203,SUP317,P96,181,355,2024-05-11,5
D4204,SUP410,P801,397,239,2024-01-19,-2
D4205,SUP413,P503,171,89,2024-06-10,4
D4206,SUP244,P850,368,493,2024-07-08,8
D4207,SUP89,P359,154,301,2024-03-21,3
D4208,SUP4,P86,431,281,2024-12-10,6
D4209,SUP411,P271,471,231,2024-05-12,1
D4210,SUP42,P233,302,429,2024-04-25,-1
D4211,SUP214,P919,472,482,2024-12-02,2
D4212,SUP152,P105,376,326,2024-05-18,9
D4213,SUP19,P485,438,284,2024-02-27,9
D4214,SUP41,P141,387,388,2024-03-20,2
D4215,SUP91,P22,51,29,2024-08-17,-1
D4216,SUP211,P86,426,267,2024-08-18,-1
D4217,SUP495,P832,254,216,2024-09-03,5
D4218,SUP361,P349,352,60,2024-03-22,6
D4219,SUP141,P643,146,397,2024-08-25,-2
D4220,SUP479,P19,159,496,2024-04-27,3
D4221,SUP66,P236,338,286,2024-01-03,3
D4222,SUP347,P817,224,426,2024-09-30,4
D4223,SUP64,P100,313,239,2024-04-25,3
D4224,SUP456,P435,360,238,2024-04-19,-2
D4225,SUP140,P679,157,331,2024-05-14,3
D4226,SUP29,P198,410,445,2024-07-21,1
D4227,SUP413,P270,353,179,2024-10-29,-2
D4228,SUP214,P668,189,378,2024-05-22,7
D4229,SUP286,P415,151,450,2024-12-22,3
D4230,SUP73,P697,238,216,2024-03-02,0
D4231,SUP197,P685,369,172,2024-03-18,1
D4232,SUP382,P474,221,22,2024-01-23,5
D4233,SUP100,P115,212,349,2024-06-12,5
D4234,SUP13,P902,81,132,2024-05-24,9
D4235,SUP367,P298,115,57,2024-10-04,0
D4236,SUP130,P515,112,96,2024-10-06,9
D4237,SUP33,P393,221,167,2024-06-03,8
D4238,SUP260,P771,120,11,2024-01-17,1
D4239,SUP440,P81,172,240,2024-05-30,0
D4240,SUP74,P283,226,349,2024-11-22,5
D4241,SUP441,P563,281,272,2024-05-07,0
D4242,SUP353,P526,496,270,2024-05-04,7
D4243,SUP258,P357,169,170,2024-06-26,0
D4244,SUP125,P488,474,66,2024-11-14,3
D4245,SUP191,P751,376,234,2024-11-01,0
D4246,SUP268,P689,84,127,2024-03-31,2
D4247,SUP144,P772,384,458,2024-05-06,1
D4248,SUP60,P746,491,141,2024-08-31,9
D4249,SUP227,P176,247,442,2024-12-19,-2
D4250,SUP440,P200,55,336,2024-12-30,8
D4251,SUP329,P395,317,95,2024-04-19,8
D4252,SUP131,P317,275,34,2024-02-25,4
D4253,SUP220,P86,181,29,2024-11-07,9
D4254,SUP180,P948,83,324,2024-10-11,3
D4255,SUP16,P883,84,268,2024-02-12,-2
D4256,SUP488,P33,248,481,2024-03-26,7
D4257,SUP211,P362,409,276,2024-05-27,8
D4258,SUP459,P172,402,217,2024-08-01,1
D4259,SUP230,P800,286,293,2024-09-24,6
D4260,SUP174,P728,428,372,2024-12-30,4
D4261,SUP287,P770,56,55,2024-08-14,0
D4262,SUP1,P863,442,69,2024-08-05,4
D4263,SUP492,P647,78,323,2024-09-26,-2
D4264,SUP439,P435,300,465,2024-08-23,2
D4265,SUP30,P725,228,94,2024-07-30,-2
D4266,SUP469,P830,312,23,2024-04-09,1
D4267,SUP463,P998,169,200,2024-03-16,-1
D4268,SUP16,P780,67,26,2024-09-11,7
D4269,SUP68,P323,261,263,2024-07-07,-1
D4270,SUP88,P240,400,473,2024-01-09,3
D4271,SUP168,P592,325,332,2024-12-18,5
D4272,SUP87,P278,496,319,2024-05-04,6
D4273,SUP17,P459,328,312,2024-08-03,3
D4274,SUP99,P935,263,492,2024-08-09,0
D4275,SUP376,P142,363,240,2024-07-15,0
D4276,SUP282,P234,352,388,2024-03-19,0
D4277,SUP291,P589,71,146,2024-09-03,0
D4278,SUP463,P784,487,126,2024-10-02,9
D4279,SUP399,P860,477,435,2024-11-09,6
D4280,SUP411,P583,218,366,2024-11-30,1
D4281,SUP328,P274,384,333,2024-08-01,4
D4282,SUP245,P335,62,172,2024-08-11,-1
D4283,SUP143,P210,316,292,2024-03-10,4
D4284,SUP117,P559,261,479,2024-12-23,4
D4285,SUP456,P715,332,398,2024-05-18,1
D4286,SUP499,P459,352,185,2024-05-10,1
D4287,SUP260,P563,67,26,2024-12-31,9
D4288,SUP449,P551,397,80,2024-10-31,2
D4289,SUP281,P657,179,225,2024-03-07,-2
D4290,SUP483,P616,61,90,2024-06-05,3
D4291,SUP136,P884,426,474,2024-01-11,4
D4292,SUP433,P60,53,135,2024-12-22,8
D4293,SUP401,P774,251,47,2024-09-08,1
D4294,SUP28,P558,346,25,2024-12-30,5
D4295,SUP454,P837,415,229,2024-07-01,4
D4296,SUP380,P289,321,77,2024-04-16,7
D4297,SUP363,P341,210,264,2024-02-19,-2
D4298,SUP6,P117,477,459,2024-05-22,6
D4299,SUP311,P695,108,398,2024-05-11,9
D4300,SUP385,P633,499,353,2024-10-14,6
D4301,SUP67,P713,288,364,2024-08-22,-2
D4302,SUP180,P161,304,469,2024-11-13,5
D4303,SUP201,P709,264,139,2024-12-19,-2
D4304,SUP463,P788,383,344,2024-07-20,5
D4305,SUP40,P663,77,32,2024-04-03,-2
D4306,SUP84,P293,412,377,2024-02-10,7
D4307,SUP144,P482,301,367,2024-07-28,7
D4308,SUP74,P464,146,105,2024-05-12,-1
D4309,SUP78,P256,225,491,2024-11-23,0
D4310,SUP375,P174,393,231,2024-08-19,7
D4311,SUP400,P795,461,387,2024-08-25,8
D4312,SUP15,P831,460,4,2024-11-20,1
D4313,SUP169,P388,62,15,2024-03-21,-2
D4314,SUP346,P826,235,436,2024-02-08,5
D4315,SUP10,P271,51,237,2024-08-21,4
D4316,SUP488,P852,429,300,2024-10-14,-1
D4317,SUP316,P826,398,323,2024-12-07,9
D4318,SUP396,P947,450,18,2024-11-27,6
D4319,SUP293,P235,451,491,2024-06-26,1
D4320,SUP256,P572,493,12,2024-03-28,3
D4321,SUP270,P709,447,130,2024-10-31,6
D4322,SUP409,P744,395,260,2024-05-24,-2
D4323,SUP222,P384,311,270,2024-10-02,0
D4324,SUP437,P592,449,218,2024-10-27,3
D4325,SUP158,P930,390,32,2024-09-01,4
D4326,SUP443,P623,476,467,2024-05-03,6
D4327,SUP447,P462,224,296,2024-05-15,1
D4328,SUP355,P347,249,289,2024-09-07,4
D4329,SUP463,P194,440,272,2024-02-13,4
D4330,SUP223,P249,300,296,2024-11-13,5
D4331,SUP102,P157,224,313,2024-04-17,2
D4332,SUP380,P517,376,262,2024-12-04,7
D4333,SUP499,P92,124,43,2024-03-23,7
D4334,SUP146,P514,348,36,2024-10-04,9
D4335,SUP382,P738,145,427,2024-06-09,-1
D4336,SUP327,P771,388,231,2024-09-18,0
D4337,SUP451,P553,240,375,2024-04-06,-2
D4338,SUP5,P150,100,292,2024-11-01,4
D4339,SUP89,P62,134,14,2024-03-01,4
D4340,SUP272,P881,251,481,2024-02-19,-2
D4341,SUP207,P304,308,2,2024-03-16,7
D4342,SUP340,P986,154,193,2024-06-13,5
D4343,SUP41,P883,223,106,2024-08-15,1
D4344,SUP188,P389,290,101,2024-07-13,5
D4345,SUP86,P132,144,353,2024-12-21,6
D4346,SUP419,P485,215,59,2024-08-18,-2
D4347,SUP283,P801,152,354,2024-03-01,5
D4348,SUP268,P81,178,318,2024-12-13,-1
D4349,SUP417,P50,134,367,2024-09-23,1
D4350,SUP152,P115,319,83,2024-12-01,8
D4351,SUP154,P776,285,497,2024-03-07,1
D4352,SUP372,P432,87,400,2024-02-27,-1
D4353,SUP486,P397,341,94,2024-10-31,9
D4354,SUP354,P282,497,208,2024-12-20,-2
D4355,SUP397,P435,174,201,2024-03-24,9
D4356,SUP476,P291,293,470,2024-07-14,-1
D4357,SUP276,P687,143,29,2024-12-14,1
D4358,SUP200,P236,430,292,2024-07-30,-1
D4359,SUP178,P239,262,171,2024-01-29,4
D4360,SUP118,P960,86,125,2024-05-21,-2
D4361,SUP208,P617,431,321,2024-09-30,1
D4362,SUP162,P283,135,424,2024-07-27,5
D4363,SUP120,P814,237,315,2024-09-27,5
D4364,SUP96,P290,208,453,2024-04-25,-2
D4365,SUP240,P703,351,102,2024-03-29,2
D4366,SUP286,P760,180,140,2024-09-25,6
